"user","artist","count"
330,33642,1
500,57116,1
330,14929,1
455,43603,1
356,29728,1
330,15731,1
431,34937,1
132,19715,1
298,27244,1
498,45092,1
356,40346,1
3993,64712,1
4350,60760,1
377,28254,1
186,21255,1
330,33347,1
31,1947,1
431,34882,1
479,66295,1
6124,24143,1
431,33793,1
132,20965,1
504,65935,1
512,52997,1
186,33924,1
6970,62759,1
186,24999,1
330,28427,1
5889,64366,1
333,29245,1
498,46728,1
186,25906,1
431,43551,1
30,2726,1
30,3378,1
431,38223,1
102,16133,1
6970,9737,1
186,26630,1
330,58175,1
431,50648,1
477,44122,1
512,51485,1
521,51089,1
186,30989,1
3993,53250,1
102,16183,1
30,4578,1
330,27993,1
431,41173,1
298,37767,1
498,49180,1
107,18111,1
431,53697,1
431,39154,1
5775,57675,1
356,37002,1
4350,61895,1
431,38388,1
3993,57364,1
512,52224,1
426,55347,1
102,54918,1
476,49314,1
360,26923,1
431,45214,1
432,35239,1
7,6658,1
186,49331,1
313,34241,1
4049,53947,1
356,40454,1
94,10806,1
375,109,1
431,39665,1
316,64376,1
4350,58866,1
5775,28078,1
91,498,1
4042,48926,1
186,24784,1
5543,62740,1
477,44626,1
1,2989,1
30,2904,1
512,54072,1
455,43606,1
322,22852,1
5889,65578,1
3993,58531,1
148,2184,1
4350,45823,1
1,38931,1
500,66426,1
316,2395,1
4033,48758,1
3993,53429,1
375,46961,1
102,20373,1
477,66557,1
4049,55637,1
438,37025,1
356,30072,1
298,27535,1
5889,61372,1
431,39118,1
405,37890,1
148,20046,1
5543,62380,1
4480,59496,1
30,54537,1
431,41308,1
94,6788,1
500,65051,1
186,24256,1
375,37479,1
426,61020,1
186,19805,1
5775,57674,1
392,31680,1
5889,59906,1
472,39903,1
438,36527,1
186,27420,1
431,39349,1
484,498,1
186,23579,1
356,29738,1
102,49480,1
330,63396,1
7,41532,1
438,37675,1
337,24073,1
376,26970,1
330,8592,1
375,48346,1
8244,67407,1
431,42269,1
356,32197,1
4350,60591,1
3993,51121,1
419,37922,1
160,10386,1
498,47074,1
431,34628,1
330,28071,1
330,69733,1
430,26067,1
6166,30500,1
160,16854,1
186,37776,1
30,2545,1
330,31943,1
479,47556,1
504,57328,1
479,45385,1
512,52286,1
186,23149,1
102,19994,1
431,38199,1
479,41744,1
1,7332,1
102,16642,1
148,20050,1
8244,67265,1
498,44192,1
438,37677,1
186,26046,1
479,64254,1
512,42520,1
316,67191,1
512,52962,1
5889,64459,1
5889,64476,1
431,36713,1
4033,48830,1
107,19021,1
3993,49338,1
186,24765,1
8244,67014,1
3993,58727,1
330,30240,1
356,29975,1
186,29051,1
356,28893,1
152,20097,1
426,43678,1
42,18287,1
512,52267,1
405,33443,1
330,60270,1
521,51114,1
356,29533,1
186,47192,1
30,56686,1
426,43980,1
431,40020,1
431,37503,1
313,34516,1
504,59808,1
12,8473,1
438,27198,1
479,57068,1
512,52732,1
3993,56085,1
431,35579,1
3993,48245,1
8,7596,1
375,33207,1
12,294,1
3993,68019,1
6124,60342,1
512,52980,1
375,38423,1
431,35711,1
146,20609,1
30,3923,1
3993,53799,1
309,26133,1
186,21366,1
3993,65997,1
186,29462,1
477,59345,1
431,35045,1
512,42469,1
426,21028,1
431,37220,1
316,43101,1
105,17874,1
3993,63496,1
3993,51940,1
512,42395,1
7,41708,1
3993,53529,1
512,52704,1
230,28833,1
132,13947,1
160,867,1
186,45662,1
7,3683,1
431,39062,1
146,20333,1
472,40249,1
3993,50806,1
132,20931,1
3993,51115,1
426,60953,1
18,26412,1
419,21252,1
316,68703,1
500,55851,1
431,45940,1
512,45516,1
431,37403,1
146,20525,1
3993,48342,1
356,39958,1
316,33801,1
186,23481,1
124,15545,1
8100,25948,1
8100,65722,1
121,15712,1
37,6383,1
356,27297,1
498,44601,1
4049,58401,1
485,40924,1
500,62165,1
431,47902,1
481,55278,1
102,21148,1
107,19572,1
438,36482,1
5889,59903,1
498,44190,1
382,29126,1
420,46125,1
316,66555,1
30,26104,1
7,7935,1
186,37310,1
337,24070,1
1,2021,1
431,47448,1
431,48078,1
148,27349,1
426,37970,1
336,25704,1
1,4936,1
8267,69237,1
41,4277,1
330,24369,1
477,58666,1
512,52741,1
37,355,1
7,38852,1
419,6191,1
186,43672,1
360,29962,1
432,34868,1
5543,64164,1
186,33572,1
186,21697,1
403,498,1
186,24935,1
330,69738,1
330,57871,1
324,23778,1
30,3754,1
186,17797,1
7,62596,1
5775,37185,1
476,68560,1
375,49075,1
313,23052,1
431,50442,1
392,31034,1
521,55128,1
102,20415,1
30,5678,1
477,59439,1
42,17483,1
330,59639,1
316,32587,1
356,28914,1
31,20824,1
3993,49832,1
375,43389,1
278,22381,1
186,27875,1
316,66548,1
313,37595,1
292,27897,1
146,20418,1
14,32210,1
298,34420,1
438,37570,1
30,3219,1
4350,56879,1
419,38004,1
311,26179,1
431,43123,1
164,498,1
105,17896,1
102,39988,1
1,55184,1
186,26624,1
431,45914,1
333,22959,1
477,44118,1
3993,62575,1
102,20802,1
356,28712,1
500,68941,1
186,28958,1
8244,68176,1
186,68326,1
512,51598,1
146,20527,1
504,61946,1
426,37069,1
186,26325,1
356,30354,1
107,18082,1
30,3075,1
298,28419,1
330,54166,1
298,27680,1
8244,66921,1
1,7576,1
186,69323,1
432,34717,1
512,42562,1
330,24506,1
316,68087,1
512,42536,1
504,49079,1
105,16027,1
5889,60206,1
500,57448,1
512,42845,1
387,39792,1
7,9308,1
102,15962,1
479,59336,1
107,19570,1
5889,65183,1
375,31489,1
186,23272,1
268,498,1
186,68924,1
7,19562,1
30,3065,1
6118,49124,1
426,38322,1
431,38067,1
148,4588,1
3993,53784,1
316,1987,1
477,46944,1
512,52217,1
426,44066,1
512,52397,1
512,42478,1
107,18992,1
186,69589,1
316,68762,1
431,39122,1
426,39238,1
1,1149,1
8724,68122,1
432,35200,1
44,147,1
6855,64360,1
30,28414,1
521,29951,1
298,22849,1
1,53900,1
504,61959,1
31,19734,1
356,36610,1
375,33737,1
1616,52244,1
500,67628,1
3993,48231,1
476,20823,1
431,43633,1
8267,67709,1
309,4155,1
5889,65366,1
186,11466,1
102,20092,1
356,36631,1
160,20184,1
387,29612,1
31,40037,1
330,62086,1
3993,63687,1
186,8783,1
186,21608,1
426,41918,1
512,52972,1
356,32642,1
124,17676,1
186,59200,1
186,58362,1
336,27232,1
5543,58612,1
7,8173,1
3872,47564,1
186,26397,1
105,17324,1
4350,61644,1
4350,59004,1
186,41898,1
186,41899,1
324,27774,1
376,28770,1
339,170,1
330,67289,1
4350,57243,1
298,33298,1
330,42991,1
431,38057,1
3993,55096,1
498,49155,1
330,58482,1
477,41474,1
4049,44959,1
1,904,1
500,54500,1
186,42187,1
387,26434,1
132,19730,1
360,7012,1
431,38130,1
330,2889,1
4350,61768,1
336,27228,1
7,9979,1
330,26171,1
1,64160,1
330,43005,1
431,33875,1
31,4194,1
3993,50983,1
18,29566,1
4033,49507,1
356,27060,1
472,49372,1
324,25311,1
503,48043,1
476,45046,1
8267,69694,1
479,41679,1
6124,62226,1
186,27589,1
1,7355,1
431,48274,1
186,47754,1
481,45133,1
121,15692,1
186,62783,1
476,3678,1
